Date,close,high,low,open,volume,sma_5,sma_5_divergence,sma_10,sma_10_divergence,sma_20,sma_20_divergence,sma_50,sma_50_divergence,sma_75,sma_75_divergence,sma_200,sma_200_divergence,ema_12,ema_26,macd,macd_signal,macd_diff,rsi_9,rsi_14,stoch_k,stoch_d,bb_20_high,bb_20_low,bb_20_mid,bb_20_width,bb_20_pband,atr,obv,return_1d,return_3d,return_5d,return_10d,volatility_5d,volatility_10d,volatility_20d,volume_sma_5,volume_ratio_5,volume_sma_20,volume_ratio_20,is_peak,is_bottom,next_day_return,buy_signal,target_return,target_class,target_peak_bottom,day_of_week,day_of_month,week_of_year,month,quarter
2020-10-02,1194.8836669921875,1214.304233137057,1189.855196524772,1199.912243293174,24475000,1206.674658203125,1.077747604804114,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,24475000,0.0026120482154188274,0.016253073636405713,0.0110288750447336,-0.008997406851538936,0.006796161802900579,0.010047792883099297,0.009817126743576689,22697900.0,1.0618383198445671,18301175.0,1.1201193365999724,0,0,0.0026120482154188274,0,0.0110288750447336,0,0,4,2,40,10,4
2020-10-05,1198.0047607421875,1210.8361271396138,1194.0165289450183,1209.9691386330219,20136000,1206.674658203125,1.077747604804114,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,44611000,0.0026120482154188274,0.016253073636405713,0.0110288750447336,-0.008997406851538936,0.006796161802900579,0.010047792883099297,0.009817126743576689,22697900.0,1.0618383198445671,18301175.0,1.1201193365999724,0,0,0.007092073561845824,0,0.00028938089301511205,0,0,0,5,41,10,4
2020-10-06,1206.5010986328125,1211.009502045962,1194.189905049911,1198.0046753737913,23551000,1206.674658203125,1.077747604804114,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,68162000,0.007092073561845824,0.016253073636405713,0.0110288750447336,-0.008997406851538936,0.006796161802900579,0.010047792883099297,0.009817126743576689,22697900.0,1.0618383198445671,18301175.0,1.1201193365999724,0,0,0.006467545363016969,0,0.010347890462002018,0,0,1,6,41,10,4
2020-10-07,1214.30419921875,1214.30419921875,1197.137888619482,1201.2993703555615,21226000,1206.674658203125,1.077747604804114,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,89388000,0.006467545363016969,0.016253073636405713,0.0110288750447336,-0.008997406851538936,0.006796161802900579,0.010047792883099297,0.009817126743576689,22697900.0,1.0618383198445671,18301175.0,1.1201193365999724,0,0,0.004426704786490765,0,-0.009710200872976138,0,0,2,7,41,10,4
2020-10-08,1219.6795654296875,1227.3090013631897,1211.1830350906148,1215.5179779506384,24101500,1206.674658203125,1.077747604804114,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,113489500,0.004426704786490765,0.018092419494286416,0.0110288750447336,-0.008997406851538936,0.006796161802900579,0.010047792883099297,0.009817126743576689,22697900.0,1.0618383198445671,18301175.0,1.1201193365999724,0,0,-0.009525186869189795,0,-0.01691788564711516,0,0,3,8,41,10,4
2020-10-09,1208.0618896484375,1218.8125690390443,1204.5939353826654,1218.2922912323263,16979500,1209.310302734375,-0.1032334780506467,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,96510000,-0.009525186869189795,0.0012936507205785208,0.0110288750447336,-0.008997406851538936,0.006796161802900579,0.010047792883099297,0.009817126743576689,21198800.0,0.8009651489706965,18301175.0,1.1201193365999724,0,0,-0.008038039525918528,0,-0.01980782388177249,0,0,4,9,41,10,4
2020-10-12,1198.3514404296875,1204.247004455187,1196.4441080980257,1201.9928555631625,13191000,1209.379638671875,-0.9118888634753703,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,83319000,-0.008038039525918528,-0.01313736607295446,0.00028938089301511205,-0.008997406851538936,0.008170462467655465,0.010047792883099297,0.009817126743576689,19809800.0,0.6658825429837757,18301175.0,1.1201193365999724,0,0,0.017218988284992243,0,0.004919885564631077,0,0,0,12,42,10,4
2020-10-13,1218.98583984375,1218.98583984375,1204.4203906046548,1209.7957828437875,18338500,1211.8765869140625,0.5866317582544102,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,101657500,0.017218988284992243,-0.0005687769194470116,0.010347890462002018,-0.008997406851538936,0.011079227515434855,0.010047792883099297,0.009817126743576689,18767300.0,0.9771517479871905,18301175.0,1.1201193365999724,0,0,-0.013513510807003248,0,-0.018918814988926447,0,0,1,13,42,10,4
2020-10-14,1202.5130615234375,1208.581981084118,1199.7387406291211,1207.19482063696,15327000,1209.518359375,-0.5791807786350944,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,49.438461010964076,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,86330500,-0.013513510807003248,-0.0045931654433820635,-0.009710200872976138,-0.008997406851538936,0.012612043775602702,0.010047792883099297,0.009817126743576689,17587500.0,0.8714712153518124,18301175.0,1.1201193365999724,0,0,-0.002883873463643827,0,0.010670605899693042,0,0,2,14,42,10,4
2020-10-15,1199.045166015625,1202.1663036324671,1195.5772118116754,1196.097383775555,14224000,1205.3914794921875,-0.5264939718369424,1206.0330688476563,-0.5794122078848232,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,46.5933632256343,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,72106500,-0.002883873463643827,0.0005788999474884982,-0.01691788564711516,-0.008997406851538936,0.012111029460467047,0.010047792883099297,0.009817126743576689,15612000.0,0.9110940302331539,18301175.0,1.1201193365999724,0,0,-0.012436857207954954,0,0.0073753550239050725,0,0,3,15,42,10,4
2020-10-16,1184.1328125,1204.0735459264397,1183.4391794387054,1203.3799128651451,18851000,1200.6056640625,-1.3720451315180893,1204.9579833984376,-1.7282902130498132,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,36.44670127075384,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,53255500,-0.012436857207954954,-0.028591822976563375,-0.01980782388177249,-0.008997406851538936,0.01254452442035368,0.010047792883099297,0.009817126743576689,15986300.0,1.1791971875918756,18301175.0,1.1201193365999724,0,1,0.01698659109052647,0,0.021086724528102785,0,2,4,16,42,10,4
2020-10-19,1204.2471923828125,1204.7673643877538,1191.2423630914213,1191.9359963203908,15235000,1201.784814453125,0.20489341353577528,1205.5822265625,-0.11073771247391921,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1201.42810559875,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,52.231900683011695,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,68490500,0.01698659109052647,0.001442089000827984,0.004919885564631077,0.005210690178524491,0.015205876314530893,0.01151978507803535,0.009817126743576689,16395100.0,0.929241053729468,18301175.0,1.1201193365999724,0,0,-0.006911471473492692,0,0.00647934612125689,0,0,0,19,43,10,4
2020-10-20,1195.924072265625,1204.2471414936842,1194.5369116998763,1200.95254254566,11712000,1197.1724609375,-0.10427809798577255,1204.5245239257813,-0.7140121674007716,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1200.5813312398077,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,46.818596825318394,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,0.0,56778500,-0.006911471473492692,-0.0026029826385700616,-0.018918814988926447,-0.008766694352100646,0.01236465630232586,0.011491245770663381,0.009817126743576689,15069800.0,0.7771835060850177,18301175.0,1.1201193365999724,0,0,0.016238934123778526,0,0.00927936176445665,0,0,1,20,43,10,4
2020-10-21,1215.3446044921875,1222.8006849338105,1206.1544410987824,1207.1948908698516,23975000,1199.73876953125,1.300769413914569,1204.628564453125,0.88957213495327,1204.3424560546875,-0.7565943771954663,1238.0596240234374,11.372555555694476,1278.4428125,5.033393514986621,1437.805283203125,20.972415294330723,1202.8526040478662,1206.1524082194283,5.002394845729214,17.59971978053533,3.4141953274382857,58.192473958643966,57.30988157278885,72.72750071427859,62.31915798808571,1222.3777027045073,1186.3072094048678,1204.3424560546875,2.995036263838369,0.2473839010463825,17.339791452805116,80753500,0.016238934123778526,0.026358354115947114,0.010670605899693042,0.0008567912999946081,0.013590780047762386,0.012546833507431705,0.009817126743576689,16799400.0,1.4271343024155625,18301175.0,1.1201193365999724,1,0,-0.006134930504435365,0,-0.016264998463756397,0,1,2,21,43,10,4
